name,address,dong,latitude,longitude,category
하나물류,서울특별시 성북구 동소문로13나길 71,동선동,37.5944497705521,127.015352146876,청과물소매
아비세나,서울특별시 강남구 역삼로3길 13,역삼1동,37.4943379730052,127.031041386579,식료품점
매일유업,서울특별시 동대문구 안암로 86,제기동,37.5833394619963,127.030534343845,식료품점
평화연쇄점,서울특별시 서대문구 홍제내2가길 29,홍제1동,37.5862825811099,126.9360092437,식료품점
동광정육점,서울특별시 중랑구 겸재로3길 58,면목2동,37.5885217021803,127.076766801233,육류소매
대원농산,서울특별시 강동구 구천면로47길 39,암사1동,37.5499178983475,127.134677865915,청과물소매
로즈버드렌탈서비스,서울특별시 동대문구 사가정로 148,전농2동,37.5766337889916,127.061516773319,식료품점
전국상회,서울특별시 동대문구 고산자로36길 30,제기동,37.5791106439567,127.040099271569,청과물소매
대광식육점,서울특별시 용산구 효창원로 53,원효로2동,37.5360137739279,126.955201191326,육류소매
대성정육점,서울특별시 중구 남대문시장길 16-19,회현동,37.5596039574062,126.976909033552,육류소매
법인이곡농산,서울특별시 영등포구 국회대로 650,영등포동,37.5252524624806,126.906127135434,청과물소매
조조청과,서울특별시 송파구 양재대로 932,가락1동,37.4945258840774,127.108696384278,청과물소매
유명상회,서울특별시 영등포구 영신로 117-1,문래동,37.5182141759813,126.901150708237,식료품점
충무유통,서울특별시 은평구 통일로71가길 14,대조동,37.6132751244983,126.924807838924,식료품점
동신쌀직판장,서울특별시 성동구 독서당로 284,금호4가동,37.5474870959501,127.020734580808,곡물소매
다와요,서울특별시 중랑구 겸재로3길 28-4,면목2동,37.5871519803039,127.076749750971,청과물소매
협진127호,서울특별시 금천구 범안로 1209,독산1동,37.4668179719467,126.896262531894,육류소매
협진28호,서울특별시 금천구 범안로 1209,독산1동,37.4668179719467,126.896262531894,육류소매
협진91호,서울특별시 금천구 범안로 1209,독산1동,37.4668179719467,126.896262531894,육류소매
유창19호,서울특별시 금천구 범안로 1209,독산1동,37.4668179719467,126.896262531894,육류소매
화신청과,서울특별시 금천구 독산로24나길 13,시흥4동,37.4559206637157,126.907510765982,청과물소매
청호청과,서울특별시 영등포구 영신로 115,문래동,37.5179168724166,126.901155068045,청과물소매
보고산업,서울특별시 송파구 문정로5길 9-7,문정1동,37.4874757345774,127.12871573852,수산물소매
동이축산,서울특별시 성동구 청계천로12길 36,마장동,37.5673265923931,127.03477175078,육류소매
참맛과일,서울특별시 성북구 보국문로 168,정릉4동,37.617114150294,127.002865188494,청과물소매
협진82호,서울특별시 금천구 범안로 1209,독산1동,37.4668179719467,126.896262531894,육류소매
남도상회,서울특별시 영등포구 도림천로21길 34,대림2동,37.4882915512693,126.903206186194,식료품점
법인소르젠골드,서울특별시 동작구 사당로30길 36,사당1동,37.4832739600188,126.980822765511,청과물소매
